0_0: transcript:QX1410.16786.1
0_25553: transcript:QX1410.909.1
0_25554: transcript:QX1410.910.1
0_25555: transcript:QX1410.910.2
0_25556: transcript:QX1410.911.1
0_25557: transcript:QX1410.911.2
0_25558: transcript:QX1410.912.1
0_25559: transcript:QX1410.912.2
0_25560: transcript:QX1410.913.1
0_25561: transcript:QX1410.913.2
0_25562: transcript:QX1410.913.3
0_25563: transcript:QX1410.914.1
0_25564: transcript:QX1410.915.1
0_25565: transcript:QX1410.915.2
0_25566: transcript:QX1410.915.3
0_25567: transcript:QX1410.915.4
0_25568: transcript:QX1410.916.1
0_25569: transcript:QX1410.916.2
0_25570: transcript:QX1410.916.3
0_25571: transcript:QX1410.916.4
0_25572: transcript:QX1410.916.5
0_25573: transcript:QX1410.917.1
0_25574: transcript:QX1410.917.2
0_25575: transcript:QX1410.918.1
0_25576: transcript:QX1410.919.1
0_25577: transcript:QX1410.920.1
0_25578: transcript:QX1410.920.2
0_25579: transcript:QX1410.921.1
0_25580: transcript:QX1410.921.2
0_25581: transcript:QX1410.922.1
0_25582: transcript:QX1410.923.1
0_25583: transcript:QX1410.924.1
0_25584: transcript:QX1410.925.1
0_25585: transcript:QX1410.926.1
0_25586: transcript:QX1410.927.1
0_25587: transcript:QX1410.928.1
0_25588: transcript:QX1410.928.2
0_25589: transcript:QX1410.929.1
0_25590: transcript:QX1410.929.2
0_25591: transcript:QX1410.930.1
0_25592: transcript:QX1410.931.1
0_25593: transcript:QX1410.931.2
0_25594: transcript:QX1410.931.3
0_25595: transcript:QX1410.932.1
0_25596: transcript:QX1410.933.1
0_25597: transcript:QX1410.934.1
0_25598: transcript:QX1410.934.2
0_25599: transcript:QX1410.934.3
0_25600: transcript:QX1410.934.4
0_25601: transcript:QX1410.934.5
0_25602: transcript:QX1410.934.6
0_25603: transcript:QX1410.935.1
0_25604: transcript:QX1410.936.1
0_25605: transcript:QX1410.937.1
0_25606: transcript:QX1410.937.2
0_25607: transcript:QX1410.938.1
0_25608: transcript:QX1410.939.1
0_25609: transcript:QX1410.939.2
0_25610: transcript:QX1410.940.1
0_25611: transcript:QX1410.941.1
0_25612: transcript:QX1410.941.2
0_25613: transcript:QX1410.942.1
0_25614: transcript:QX1410.942.2
0_25615: transcript:QX1410.943.1
0_25616: transcript:QX1410.944.1
0_25617: transcript:QX1410.945.1
0_25618: transcript:QX1410.945.2
0_25619: transcript:QX1410.945.3
0_25620: transcript:QX1410.945.4
0_25621: transcript:QX1410.946.1
0_25622: transcript:QX1410.947.1
0_25623: transcript:QX1410.947.2
0_25624: transcript:QX1410.948.1
0_25625: transcript:QX1410.947.3
0_25626: transcript:QX1410.948.2
0_25627: transcript:QX1410.949.1
0_25628: transcript:QX1410.950.1
0_25629: transcript:QX1410.951.1
0_25630: transcript:QX1410.951.2
0_25631: transcript:QX1410.951.3
0_25632: transcript:QX1410.952.1
0_25633: transcript:QX1410.953.1
0_25634: transcript:QX1410.953.2
0_25635: transcript:QX1410.953.3
0_25636: transcript:QX1410.954.1
0_25637: transcript:QX1410.955.1
0_25638: transcript:QX1410.956.1
0_25639: transcript:QX1410.956.2
0_25640: transcript:QX1410.957.1
0_25641: transcript:QX1410.957.2
0_25642: transcript:QX1410.958.1
0_25643: transcript:QX1410.959.1
0_25644: transcript:QX1410.959.2
0_25645: transcript:QX1410.959.3
0_25646: transcript:QX1410.960.1
0_25647: transcript:QX1410.959.4
0_25648: transcript:QX1410.961.1
0_25649: transcript:QX1410.961.2
0_25650: transcript:QX1410.962.1
0_25651: transcript:QX1410.963.1
0_25652: transcript:QX1410.963.2
0_25653: transcript:QX1410.964.1
0_25654: transcript:QX1410.964.2
0_25655: transcript:QX1410.965.1
0_25656: transcript:QX1410.965.2
0_25657: transcript:QX1410.965.3
0_25658: transcript:QX1410.966.1
0_25659: transcript:QX1410.966.2
0_25660: transcript:QX1410.967.1
0_25661: transcript:QX1410.968.1
0_25662: transcript:QX1410.968.2
0_25663: transcript:QX1410.969.1
0_25664: transcript:QX1410.970.1
0_25665: transcript:QX1410.971.1
0_25666: transcript:QX1410.971.2
0_25667: transcript:QX1410.972.1
0_25668: transcript:QX1410.972.2
0_25669: transcript:QX1410.973.1
0_25670: transcript:QX1410.974.1
0_25671: transcript:QX1410.975.1
0_25672: transcript:QX1410.975.2
0_25673: transcript:QX1410.976.1
0_25674: transcript:QX1410.976.2
0_25675: transcript:QX1410.977.1
0_25676: transcript:QX1410.978.1
0_25677: transcript:QX1410.979.1
0_25678: transcript:QX1410.979.2
0_25679: transcript:QX1410.980.1
0_25680: transcript:QX1410.980.2
0_25681: transcript:QX1410.981.1
0_25682: transcript:QX1410.982.1
0_25683: transcript:QX1410.982.2
0_25684: transcript:QX1410.982.3
0_25685: transcript:QX1410.982.4
0_25686: transcript:QX1410.982.5
0_25687: transcript:QX1410.983.1
0_25688: transcript:QX1410.983.2
0_25689: transcript:QX1410.983.3
0_25690: transcript:QX1410.983.4
0_25691: transcript:QX1410.983.5
0_25692: transcript:QX1410.984.1
0_25693: transcript:QX1410.984.2
0_25694: transcript:QX1410.984.3
0_25695: transcript:QX1410.984.4
0_25696: transcript:QX1410.985.1
0_25697: transcript:QX1410.985.2
0_25698: transcript:QX1410.985.3
0_25699: transcript:QX1410.985.4
0_25700: transcript:QX1410.985.5
0_25701: transcript:QX1410.985.6
0_25702: transcript:QX1410.985.7
0_25703: transcript:QX1410.985.8
0_25704: transcript:QX1410.985.9
0_25705: transcript:QX1410.986.1
0_25706: transcript:QX1410.987.1
0_25707: transcript:QX1410.987.2
0_25708: transcript:QX1410.988.1
0_25709: transcript:QX1410.988.2
0_25710: transcript:QX1410.989.1
0_25711: transcript:QX1410.989.2
0_25712: transcript:QX1410.989.3
0_25713: transcript:QX1410.990.1
0_25714: transcript:QX1410.991.1
0_25715: transcript:QX1410.991.2
0_25716: transcript:QX1410.991.3
0_25717: transcript:QX1410.992.1
0_25718: transcript:QX1410.993.1
0_25719: transcript:QX1410.994.1
0_25720: transcript:QX1410.994.2
0_25721: transcript:QX1410.995.1
0_25722: transcript:QX1410.995.2
0_25723: transcript:QX1410.995.3
0_25724: transcript:QX1410.995.4
0_25725: transcript:QX1410.996.1
0_25726: transcript:QX1410.997.1
0_25727: transcript:QX1410.998.1
0_25728: transcript:QX1410.998.2
0_25729: transcript:QX1410.998.3
0_25730: transcript:QX1410.999.1
0_25731: transcript:QX1410.1000.1
0_25732: transcript:QX1410.1000.2
0_25733: transcript:QX1410.1000.3
0_25734: transcript:QX1410.1001.1
0_25735: transcript:QX1410.1002.1
0_25736: transcript:QX1410.1002.2
0_25737: transcript:QX1410.1003.1
0_25738: transcript:QX1410.1004.1
0_25739: transcript:QX1410.1004.2
0_25740: transcript:QX1410.1005.1
0_25741: transcript:QX1410.1005.2
0_25742: transcript:QX1410.1006.1
0_25743: transcript:QX1410.1006.2
0_25744: transcript:QX1410.1006.3
0_25745: transcript:QX1410.1007.1
0_25746: transcript:QX1410.1008.1
0_25747: transcript:QX1410.1009.1
0_25748: transcript:QX1410.1009.2
0_25749: transcript:QX1410.1009.3
0_25750: transcript:QX1410.1009.4
0_25751: transcript:QX1410.1009.5
0_25752: transcript:QX1410.1010.1
0_25753: transcript:QX1410.1011.1
0_25754: transcript:QX1410.1011.2
0_25755: transcript:QX1410.1011.3
0_25756: transcript:QX1410.1012.1
0_25757: transcript:QX1410.1013.1
0_25758: transcript:QX1410.1013.2
0_25759: transcript:QX1410.1013.3
0_25760: transcript:QX1410.1014.1
0_25761: transcript:QX1410.1014.2
0_25762: transcript:QX1410.1015.1
0_25763: transcript:QX1410.1015.2
0_25764: transcript:QX1410.1015.3
0_25765: transcript:QX1410.1016.1
0_25766: transcript:QX1410.1016.2
0_25767: transcript:QX1410.1017.1
0_25768: transcript:QX1410.1018.1
0_25769: transcript:QX1410.1019.1
0_25770: transcript:QX1410.1020.1
0_25771: transcript:QX1410.1020.2
0_25772: transcript:QX1410.1021.1
0_25773: transcript:QX1410.1021.2
0_25774: transcript:QX1410.1022.1
0_25775: transcript:QX1410.1022.2
0_25776: transcript:QX1410.1022.3
0_25777: transcript:QX1410.1022.4
0_25778: transcript:QX1410.1023.1
0_25779: transcript:QX1410.1024.1
0_25780: transcript:QX1410.1025.1
0_25781: transcript:QX1410.1025.2
0_25782: transcript:QX1410.1026.1
0_25783: transcript:QX1410.1027.1
0_25784: transcript:QX1410.1027.2
0_25785: transcript:QX1410.1028.1
0_25786: transcript:QX1410.1028.2
0_25787: transcript:QX1410.1028.3
0_25788: transcript:QX1410.1028.4
0_25789: transcript:QX1410.1029.1
0_25790: transcript:QX1410.1029.2
0_25791: transcript:QX1410.1029.3
0_25792: transcript:QX1410.1030.1
0_25793: transcript:QX1410.1030.2
0_25794: transcript:QX1410.1030.3
0_25795: transcript:QX1410.1030.4
0_25796: transcript:QX1410.1031.1
0_25797: transcript:QX1410.1031.2
0_25798: transcript:QX1410.1031.3
0_25799: transcript:QX1410.1032.1
0_25800: transcript:QX1410.1032.2
0_25801: transcript:QX1410.1032.3
0_25802: transcript:QX1410.1032.4
0_25803: transcript:QX1410.1032.5
0_25804: transcript:QX1410.1033.1
0_25805: transcript:QX1410.1034.1
0_25806: transcript:QX1410.1035.1
0_25807: transcript:QX1410.1036.1
0_25808: transcript:QX1410.1037.1
0_25809: transcript:QX1410.1038.1
0_25810: transcript:QX1410.1038.2
0_25811: transcript:QX1410.1039.1
0_25812: transcript:QX1410.1040.1
0_25813: transcript:QX1410.1040.2
0_25814: transcript:QX1410.1041.1
0_25815: transcript:QX1410.1042.1
0_25816: transcript:QX1410.1042.2
0_25817: transcript:QX1410.1043.1
0_25818: transcript:QX1410.1044.1
0_25819: transcript:QX1410.1045.1
0_25820: transcript:QX1410.1046.1
0_25821: transcript:QX1410.1046.2
0_25822: transcript:QX1410.1047.1
0_25823: transcript:QX1410.1048.1
0_25824: transcript:QX1410.1049.1
0_25825: transcript:QX1410.1049.2
0_25826: transcript:QX1410.1050.1
0_25827: transcript:QX1410.1050.2
0_25828: transcript:QX1410.1051.1
0_25829: transcript:QX1410.1052.1
0_25830: transcript:QX1410.1053.1
0_25831: transcript:QX1410.1053.2
0_25832: transcript:QX1410.1054.1
0_25833: transcript:QX1410.1055.1
0_25834: transcript:QX1410.1056.1
0_25835: transcript:QX1410.1056.2
0_25836: transcript:QX1410.1056.3
0_25837: transcript:QX1410.1056.4
0_25838: transcript:QX1410.1057.1
0_25839: transcript:QX1410.1058.1
0_25840: transcript:QX1410.1058.2
0_25841: transcript:QX1410.1059.1
0_25842: transcript:QX1410.1060.1
0_25843: transcript:QX1410.1061.1
0_25844: transcript:QX1410.1061.2
0_25845: transcript:QX1410.1062.1
0_25846: transcript:QX1410.1062.2
0_25847: transcript:QX1410.1063.1
0_25848: transcript:QX1410.1064.1
0_25849: transcript:QX1410.1065.1
0_25850: transcript:QX1410.1066.1
0_25851: transcript:QX1410.1066.2
0_25852: transcript:QX1410.1067.1
0_25853: transcript:QX1410.1067.2
0_25854: transcript:QX1410.1067.3
0_25855: transcript:QX1410.1067.4
0_25856: transcript:QX1410.1067.5
0_25857: transcript:QX1410.1067.6
0_25858: transcript:QX1410.1067.7
0_25859: transcript:QX1410.1068.1
0_25860: transcript:QX1410.1068.2
0_25861: transcript:QX1410.1069.1
0_25862: transcript:QX1410.1069.2
0_25863: transcript:QX1410.1069.3
0_25864: transcript:QX1410.1070.1
0_25865: transcript:QX1410.1070.2
0_25866: transcript:QX1410.1071.1
0_25867: transcript:QX1410.1072.1
0_25868: transcript:QX1410.1073.1
0_25869: transcript:QX1410.1073.2
0_25870: transcript:QX1410.1074.1
0_25871: transcript:QX1410.1074.2
0_25872: transcript:QX1410.1075.1
0_25873: transcript:QX1410.1076.1
0_25874: transcript:QX1410.1076.2
0_25875: transcript:QX1410.1077.1
0_25876: transcript:QX1410.1078.1
0_25877: transcript:QX1410.1079.1
0_25878: transcript:QX1410.1079.2
0_25879: transcript:QX1410.1080.1
0_25880: transcript:QX1410.1080.2
0_25881: transcript:QX1410.1081.1
0_25882: transcript:QX1410.1082.1
0_25883: transcript:QX1410.1082.2
0_25884: transcript:QX1410.1083.1
0_25885: transcript:QX1410.1083.2
0_25886: transcript:QX1410.1084.1
0_25887: transcript:QX1410.1084.2
0_25888: transcript:QX1410.1085.1
0_25889: transcript:QX1410.1086.1
0_25890: transcript:QX1410.1087.1
0_25891: transcript:QX1410.1087.2
0_25892: transcript:QX1410.1087.3
0_25893: transcript:QX1410.1087.4
0_25894: transcript:QX1410.1088.1
0_25895: transcript:QX1410.1089.1
0_25896: transcript:QX1410.1090.1
0_25897: transcript:QX1410.1091.1
0_25898: transcript:QX1410.1092.1
0_25899: transcript:QX1410.1093.1
0_25900: transcript:QX1410.1094.1
0_25901: transcript:QX1410.1095.1
0_25902: transcript:QX1410.1096.1
0_25903: transcript:QX1410.1096.2
0_25904: transcript:QX1410.1096.3
0_25905: transcript:QX1410.1097.1
0_25906: transcript:QX1410.1098.1
0_25907: transcript:QX1410.1099.1
0_25908: transcript:QX1410.1100.1
0_25909: transcript:QX1410.1100.2
0_25910: transcript:QX1410.1100.3
0_25911: transcript:QX1410.1100.4
0_25912: transcript:QX1410.1100.5
0_25913: transcript:QX1410.1100.6
0_25914: transcript:QX1410.1101.1
0_25915: transcript:QX1410.1102.1
0_25916: transcript:QX1410.1102.2
0_25917: transcript:QX1410.1103.1
0_25918: transcript:QX1410.1104.1
0_25919: transcript:QX1410.1104.2
0_25920: transcript:QX1410.1105.1
0_25921: transcript:QX1410.1106.1
0_25922: transcript:QX1410.1107.1
0_25923: transcript:QX1410.1108.1
0_25924: transcript:QX1410.1109.1
0_25925: transcript:QX1410.1110.1
0_25926: transcript:QX1410.1111.1
0_25927: transcript:QX1410.1111.2
0_25928: transcript:QX1410.1111.3
0_25929: transcript:QX1410.1111.4
0_25930: transcript:QX1410.1112.1
0_25931: transcript:QX1410.1113.1
0_25932: transcript:QX1410.1114.1
0_25933: transcript:QX1410.1114.2
0_25934: transcript:QX1410.1115.1
0_25935: transcript:QX1410.1115.2
0_25936: transcript:QX1410.1116.1
0_25937: transcript:QX1410.1117.1
0_25938: transcript:QX1410.1118.1
0_25939: transcript:QX1410.1118.2
0_25940: transcript:QX1410.1118.3
0_25941: transcript:QX1410.1119.1
0_25942: transcript:QX1410.1120.1
0_25943: transcript:QX1410.1121.1
0_25944: transcript:QX1410.1122.1
0_25945: transcript:QX1410.1122.2
0_25946: transcript:QX1410.1123.1
0_25947: transcript:QX1410.1123.2
0_25948: transcript:QX1410.1124.1
0_25949: transcript:QX1410.1124.2
0_25950: transcript:QX1410.1124.3
0_25951: transcript:QX1410.1125.1
0_25952: transcript:QX1410.1125.2
0_25953: transcript:QX1410.1126.1
0_25954: transcript:QX1410.1126.2
0_25955: transcript:QX1410.1127.1
0_25956: transcript:QX1410.1127.2
0_25957: transcript:QX1410.1128.1
0_25958: transcript:QX1410.1129.1
0_25959: transcript:QX1410.1129.2
0_25960: transcript:QX1410.1130.1
0_25961: transcript:QX1410.1130.2
0_25962: transcript:QX1410.1131.1
0_25963: transcript:QX1410.1131.2
0_25964: transcript:QX1410.1132.1
0_25965: transcript:QX1410.1133.1
0_25966: transcript:QX1410.1134.1
0_25967: transcript:QX1410.1135.1
0_25968: transcript:QX1410.1135.2
0_25969: transcript:QX1410.1136.1
0_25970: transcript:QX1410.1137.1
0_25971: transcript:QX1410.1137.2
0_25972: transcript:QX1410.1138.1
0_25973: transcript:QX1410.1139.1
0_25974: transcript:QX1410.1140.1
0_25975: transcript:QX1410.1141.1
0_25976: transcript:QX1410.1142.1
0_25977: transcript:QX1410.1142.2
0_25978: transcript:QX1410.1143.1
0_25979: transcript:QX1410.1142.3
0_25980: transcript:QX1410.1142.4
0_25981: transcript:QX1410.1142.5
0_25982: transcript:QX1410.1142.6
0_25983: transcript:QX1410.1142.7
0_25984: transcript:QX1410.1142.8
0_25985: transcript:QX1410.1142.10
0_25986: transcript:QX1410.1142.11
0_25987: transcript:QX1410.1142.9
0_25988: transcript:QX1410.1144.1
0_25989: transcript:QX1410.1145.1
0_25990: transcript:QX1410.1146.1
0_25991: transcript:QX1410.1147.1
0_25992: transcript:QX1410.1148.1
0_25993: transcript:QX1410.1148.2
0_25994: transcript:QX1410.1149.1
0_25995: transcript:QX1410.1150.1
0_25996: transcript:QX1410.1150.2
0_25997: transcript:QX1410.1151.1
0_25998: transcript:QX1410.1151.2
0_25999: transcript:QX1410.1151.3
0_26000: transcript:QX1410.1151.4
0_26001: transcript:QX1410.1151.5
0_26002: transcript:QX1410.1152.1
0_26003: transcript:QX1410.1153.1
0_26004: transcript:QX1410.1154.1
0_26005: transcript:QX1410.1155.1
0_26006: transcript:QX1410.1155.2
0_26007: transcript:QX1410.1156.1
0_26008: transcript:QX1410.1156.2
0_26009: transcript:QX1410.1157.1
0_26010: transcript:QX1410.1157.2
0_26011: transcript:QX1410.1158.1
0_26012: transcript:QX1410.1158.2
0_26013: transcript:QX1410.1159.1
0_26014: transcript:QX1410.1159.2
0_26015: transcript:QX1410.1159.3
0_26016: transcript:QX1410.1160.1
0_26017: transcript:QX1410.1161.1
0_26018: transcript:QX1410.1162.1
0_26019: transcript:QX1410.1163.1
0_26020: transcript:QX1410.1164.1
0_26021: transcript:QX1410.1164.2
0_26022: transcript:QX1410.1164.3
0_26023: transcript:QX1410.1165.1
0_26024: transcript:QX1410.1165.2
0_26025: transcript:QX1410.1165.3
0_26026: transcript:QX1410.1165.4
0_26027: transcript:QX1410.1166.1
0_26028: transcript:QX1410.1167.1
0_26029: transcript:QX1410.1168.1
0_26030: transcript:QX1410.1169.1
0_26031: transcript:QX1410.1169.2
0_26032: transcript:QX1410.1170.1
0_26033: transcript:QX1410.1170.2
0_26034: transcript:QX1410.1171.1
0_26035: transcript:QX1410.1172.1
0_26036: transcript:QX1410.1173.1
0_26037: transcript:QX1410.1174.1
0_26038: transcript:QX1410.1175.1
0_26039: transcript:QX1410.1175.2
0_26040: transcript:QX1410.1175.3
0_26041: transcript:QX1410.1176.1
0_26042: transcript:QX1410.1177.1
0_26043: transcript:QX1410.1177.2
0_26044: transcript:QX1410.1178.1
0_26045: transcript:QX1410.1179.1
0_26046: transcript:QX1410.1179.2
0_26047: transcript:QX1410.1179.3
0_26048: transcript:QX1410.1180.1
0_26049: transcript:QX1410.1180.2
0_26050: transcript:QX1410.1181.1
0_26051: transcript:QX1410.1181.2
0_26052: transcript:QX1410.1182.1
0_26053: transcript:QX1410.1183.1
0_26054: transcript:QX1410.1184.1
0_26055: transcript:QX1410.1185.1
0_26056: transcript:QX1410.1186.1
0_26057: transcript:QX1410.1186.2
0_26058: transcript:QX1410.1187.1
0_26059: transcript:QX1410.1188.1
0_26060: transcript:QX1410.1188.2
0_26061: transcript:QX1410.1188.3
0_26062: transcript:QX1410.1189.1
0_26063: transcript:QX1410.1190.1
0_26064: transcript:QX1410.1191.1
0_26065: transcript:QX1410.1191.2
0_26066: transcript:QX1410.1191.3
0_26067: transcript:QX1410.1192.1
0_26068: transcript:QX1410.1192.2
0_26069: transcript:QX1410.1193.1
0_26070: transcript:QX1410.1193.2
0_26071: transcript:QX1410.1194.1
0_26072: transcript:QX1410.1194.2
0_26073: transcript:QX1410.1194.3
0_26074: transcript:QX1410.1194.4
0_26075: transcript:QX1410.1195.1
0_26076: transcript:QX1410.1196.1
0_26077: transcript:QX1410.1197.1
0_26078: transcript:QX1410.1197.2
0_26079: transcript:QX1410.1197.3
0_26080: transcript:QX1410.1197.4
0_26081: transcript:QX1410.1198.1
0_26082: transcript:QX1410.1198.2
0_26083: transcript:QX1410.1198.3
0_26084: transcript:QX1410.1199.1
0_26085: transcript:QX1410.1200.1
0_26086: transcript:QX1410.1201.1
0_26087: transcript:QX1410.1201.2
0_26088: transcript:QX1410.1202.1
0_26089: transcript:QX1410.1202.2
0_26090: transcript:QX1410.1202.3
0_26091: transcript:QX1410.1202.4
0_26092: transcript:QX1410.1202.5
0_26093: transcript:QX1410.1202.6
0_26094: transcript:QX1410.1202.7
0_26095: transcript:QX1410.1202.8
0_26096: transcript:QX1410.1202.9
0_26097: transcript:QX1410.1203.1
0_26098: transcript:QX1410.1204.1
0_26099: transcript:QX1410.1205.1
0_26100: transcript:QX1410.1206.1
0_26101: transcript:QX1410.1207.1
0_26102: transcript:QX1410.1208.1
0_26103: transcript:QX1410.1208.2
0_26104: transcript:QX1410.1209.1
0_26105: transcript:QX1410.1210.1
0_26106: transcript:QX1410.1210.2
0_26107: transcript:QX1410.1210.3
0_26108: transcript:QX1410.1211.1
0_26109: transcript:QX1410.1212.1
0_26110: transcript:QX1410.1213.1
0_26111: transcript:QX1410.1214.1
0_26112: transcript:QX1410.1214.2
0_26113: transcript:QX1410.1214.3
0_26114: transcript:QX1410.1215.1
0_26115: transcript:QX1410.1216.1
0_26116: transcript:QX1410.1216.2
0_26117: transcript:QX1410.1215.2
0_26118: transcript:QX1410.1217.1
0_26119: transcript:QX1410.1217.2
0_26120: transcript:QX1410.1218.1
0_26121: transcript:QX1410.1219.1
0_26122: transcript:QX1410.1219.2
0_26123: transcript:QX1410.1220.1
0_26124: transcript:QX1410.1220.2
0_26125: transcript:QX1410.1220.3
0_26126: transcript:QX1410.1220.4
0_26127: transcript:QX1410.1221.1
0_26128: transcript:QX1410.1222.1
0_26129: transcript:QX1410.1223.1
0_26130: transcript:QX1410.1224.1
0_26131: transcript:QX1410.1224.2
0_26132: transcript:QX1410.1225.1
0_26133: transcript:QX1410.1225.2
0_26134: transcript:QX1410.1226.1
0_26135: transcript:QX1410.1227.1
0_26136: transcript:QX1410.1227.2
0_26137: transcript:QX1410.1228.1
0_26138: transcript:QX1410.1229.1
0_26139: transcript:QX1410.1230.1
0_26140: transcript:QX1410.1230.2
0_26141: transcript:QX1410.1231.1
0_26142: transcript:QX1410.1232.1
0_26143: transcript:QX1410.1233.1
0_26144: transcript:QX1410.1234.1
0_26145: transcript:QX1410.1234.2
0_26146: transcript:QX1410.1234.3
0_26147: transcript:QX1410.1235.1
0_26148: transcript:QX1410.1236.1
0_26149: transcript:QX1410.1236.2
0_26150: transcript:QX1410.1237.1
0_26151: transcript:QX1410.1237.2
0_26152: transcript:QX1410.1238.1
0_26153: transcript:QX1410.1238.2
0_26154: transcript:QX1410.1237.3
0_26155: transcript:QX1410.1237.4
0_26156: transcript:QX1410.1239.1
0_26157: transcript:QX1410.1240.1
0_26158: transcript:QX1410.1240.2
0_26159: transcript:QX1410.1240.3
0_26160: transcript:QX1410.1241.1
0_26161: transcript:QX1410.1242.1
0_26162: transcript:QX1410.1243.1
0_26163: transcript:QX1410.1244.1
0_26164: transcript:QX1410.1245.1
0_26165: transcript:QX1410.1246.1
0_26166: transcript:QX1410.1247.1
0_26167: transcript:QX1410.1248.1
0_26168: transcript:QX1410.1249.1
0_26169: transcript:QX1410.1249.2
0_26170: transcript:QX1410.1250.1
0_26171: transcript:QX1410.1251.1
0_26172: transcript:QX1410.1252.1
0_26173: transcript:QX1410.1252.2
0_26174: transcript:QX1410.1253.1
0_26175: transcript:QX1410.1253.2
0_26176: transcript:QX1410.1254.1
0_26177: transcript:QX1410.1254.2
0_26178: transcript:QX1410.1254.3
0_26179: transcript:QX1410.1255.1
0_26180: transcript:QX1410.1256.1
0_26181: transcript:QX1410.1256.2
0_26182: transcript:QX1410.1256.3
0_26183: transcript:QX1410.1257.1
0_26184: transcript:QX1410.1257.2
0_26185: transcript:QX1410.1258.1
0_26186: transcript:QX1410.1259.1
0_26187: transcript:QX1410.1260.1
0_26188: transcript:QX1410.1260.2
0_26189: transcript:QX1410.1261.1
0_26190: transcript:QX1410.1262.1
0_26191: transcript:QX1410.1263.1
0_26192: transcript:QX1410.1263.2
0_26193: transcript:QX1410.1264.1
0_26194: transcript:QX1410.1265.1
0_26195: transcript:QX1410.1266.1
0_26196: transcript:QX1410.1266.2
0_26197: transcript:QX1410.1267.1
0_26198: transcript:QX1410.1267.2
0_26199: transcript:QX1410.1268.1
0_26200: transcript:QX1410.1268.2
0_26201: transcript:QX1410.1269.1
0_26202: transcript:QX1410.1270.1
0_26203: transcript:QX1410.1271.1
0_26204: transcript:QX1410.1271.2
0_26205: transcript:QX1410.1271.3
0_26206: transcript:QX1410.1272.1
0_26207: transcript:QX1410.1272.2
0_26208: transcript:QX1410.1272.3
0_26209: transcript:QX1410.1272.4
0_26210: transcript:QX1410.1273.1
0_26211: transcript:QX1410.1274.1
0_26212: transcript:QX1410.1274.2
0_26213: transcript:QX1410.1275.1
0_26214: transcript:QX1410.1276.1
0_26215: transcript:QX1410.1277.1
0_26216: transcript:QX1410.1278.1
0_26217: transcript:QX1410.1279.1
0_26218: transcript:QX1410.1279.2
0_26219: transcript:QX1410.1279.3
0_26220: transcript:QX1410.1279.4
0_26221: transcript:QX1410.1279.5
0_26222: transcript:QX1410.1279.6
0_26223: transcript:QX1410.1280.1
0_26224: transcript:QX1410.1281.1
0_26225: transcript:QX1410.1282.1
0_26226: transcript:QX1410.1282.2
0_26227: transcript:QX1410.1282.3
0_26228: transcript:QX1410.1283.1
0_26229: transcript:QX1410.1284.1
0_26230: transcript:QX1410.1284.2
0_26231: transcript:QX1410.1285.1
0_26232: transcript:QX1410.1285.2
0_26233: transcript:QX1410.1286.1
0_26234: transcript:QX1410.1286.2
0_26235: transcript:QX1410.1287.1
0_26236: transcript:QX1410.1287.2
0_26237: transcript:QX1410.1288.1
0_26238: transcript:QX1410.1288.2
0_26239: transcript:QX1410.1288.3
0_26240: transcript:QX1410.1289.1
0_26241: transcript:QX1410.1290.1
0_26242: transcript:QX1410.1291.1
0_26243: transcript:QX1410.1292.1
0_26244: transcript:QX1410.1293.1
0_26245: transcript:QX1410.1293.2
0_26246: transcript:QX1410.1293.3
0_26247: transcript:QX1410.1294.1
0_26248: transcript:QX1410.1294.2
0_26249: transcript:QX1410.1294.3
0_26250: transcript:QX1410.1295.1
0_26251: transcript:QX1410.1295.2
0_26252: transcript:QX1410.1295.3
0_26253: transcript:QX1410.1296.1
0_26254: transcript:QX1410.1297.1
0_26255: transcript:QX1410.1297.2
0_26256: transcript:QX1410.1297.3
0_26257: transcript:QX1410.1298.1
0_26258: transcript:QX1410.1298.2
0_26259: transcript:QX1410.1298.3
0_26260: transcript:QX1410.1298.4
0_26261: transcript:QX1410.1298.5
0_26262: transcript:QX1410.1298.6
0_26263: transcript:QX1410.1299.1
0_26264: transcript:QX1410.1300.1
0_26265: transcript:QX1410.1300.2
0_26266: transcript:QX1410.1301.1
0_26267: transcript:QX1410.1301.2
0_26268: transcript:QX1410.1301.3
0_26269: transcript:QX1410.1302.1
0_26270: transcript:QX1410.1302.2
0_26271: transcript:QX1410.1303.1
0_26272: transcript:QX1410.1303.2
0_26273: transcript:QX1410.1303.3
0_26274: transcript:QX1410.1304.1
0_26275: transcript:QX1410.1303.4
0_26276: transcript:QX1410.1305.1
0_26277: transcript:QX1410.1305.2
0_26278: transcript:QX1410.1306.1
0_26279: transcript:QX1410.1306.2
0_26280: transcript:QX1410.1307.1
0_26281: transcript:QX1410.1307.2
0_26282: transcript:QX1410.1308.1
0_26283: transcript:QX1410.1309.1
0_26284: transcript:QX1410.1310.1
0_26285: transcript:QX1410.1311.1
0_26286: transcript:QX1410.1311.2
0_26287: transcript:QX1410.1312.1
0_26288: transcript:QX1410.1313.1
0_26289: transcript:QX1410.1314.1
0_26290: transcript:QX1410.1314.2
0_26291: transcript:QX1410.1315.1
0_26292: transcript:QX1410.1316.1
0_26293: transcript:QX1410.1317.1
0_26294: transcript:QX1410.1318.1
0_26295: transcript:QX1410.1318.2
0_26296: transcript:QX1410.1319.1
0_26297: transcript:QX1410.1319.2
