0_0: transcript:QX1410-16786-1
0_33829: transcript:QX1410-5894-1
0_33830: transcript:QX1410-5895-1
0_33831: transcript:QX1410-5896-1
0_33832: transcript:QX1410-5897-1
0_33833: transcript:QX1410-5897-2
0_33834: transcript:QX1410-5898-1
0_33835: transcript:QX1410-5898-2
0_33836: transcript:QX1410-5899-1
0_33837: transcript:QX1410-5900-1
0_33838: transcript:QX1410-5900-2
0_33839: transcript:QX1410-5901-1
0_33840: transcript:QX1410-5902-1
0_33841: transcript:QX1410-5903-1
0_33842: transcript:QX1410-5903-2
0_33843: transcript:QX1410-5903-3
0_33844: transcript:QX1410-5904-1
0_33845: transcript:QX1410-5905-1
0_33846: transcript:QX1410-5905-2
0_33847: transcript:QX1410-5906-1
0_33848: transcript:QX1410-5907-1
0_33849: transcript:QX1410-5907-2
0_33850: transcript:QX1410-5907-3
0_33851: transcript:QX1410-5908-1
0_33852: transcript:QX1410-5908-2
0_33853: transcript:QX1410-5909-1
0_33854: transcript:QX1410-5910-1
0_33855: transcript:QX1410-5911-1
0_33856: transcript:QX1410-5912-1
0_33857: transcript:QX1410-5913-1
0_33858: transcript:QX1410-5914-1
0_33859: transcript:QX1410-5914-2
0_33860: transcript:QX1410-5915-1
0_33861: transcript:QX1410-5915-2
0_33862: transcript:QX1410-5916-1
0_33863: transcript:QX1410-5917-1
0_33864: transcript:QX1410-5917-2
0_33865: transcript:QX1410-5918-1
0_33866: transcript:QX1410-5918-2
0_33867: transcript:QX1410-5918-3
0_33868: transcript:QX1410-5919-1
0_33869: transcript:QX1410-5919-2
0_33870: transcript:QX1410-5920-1
0_33871: transcript:QX1410-5921-1
0_33872: transcript:QX1410-5922-1
0_33873: transcript:QX1410-5923-1
0_33874: transcript:QX1410-5924-1
0_33875: transcript:QX1410-5924-2
0_33876: transcript:QX1410-5925-1
0_33877: transcript:QX1410-5926-1
0_33878: transcript:QX1410-5927-1
0_33879: transcript:QX1410-5928-1
0_33880: transcript:QX1410-5928-2
0_33881: transcript:QX1410-5929-1
0_33882: transcript:QX1410-5930-1
0_33883: transcript:QX1410-5931-1
0_33884: transcript:QX1410-5932-1
0_33885: transcript:QX1410-5932-2
0_33886: transcript:QX1410-5932-3
0_33887: transcript:QX1410-5933-1
0_33888: transcript:QX1410-5934-1
0_33889: transcript:QX1410-5935-1
0_33890: transcript:QX1410-5936-1
0_33891: transcript:QX1410-5936-2
0_33892: transcript:QX1410-5936-3
0_33893: transcript:QX1410-5936-4
0_33894: transcript:QX1410-5937-1
0_33895: transcript:QX1410-5937-2
0_33896: transcript:QX1410-5937-3
0_33897: transcript:QX1410-5938-1
0_33898: transcript:QX1410-5939-1
0_33899: transcript:QX1410-5939-2
0_33900: transcript:QX1410-5940-1
0_33901: transcript:QX1410-5940-2
0_33902: transcript:QX1410-5940-3
0_33903: transcript:QX1410-5940-4
0_33904: transcript:QX1410-5941-1
0_33905: transcript:QX1410-5942-1
0_33906: transcript:QX1410-5943-1
0_33907: transcript:QX1410-5944-1
0_33908: transcript:QX1410-5945-1
0_33909: transcript:QX1410-5946-1
0_33910: transcript:QX1410-5947-1
0_33911: transcript:QX1410-5948-1
0_33912: transcript:QX1410-5948-2
0_33913: transcript:QX1410-5949-1
0_33914: transcript:QX1410-5950-1
0_33915: transcript:QX1410-5950-2
0_33916: transcript:QX1410-5951-1
0_33917: transcript:QX1410-5952-1
0_33918: transcript:QX1410-5952-2
0_33919: transcript:QX1410-5953-1
0_33920: transcript:QX1410-5954-1
0_33921: transcript:QX1410-5955-1
0_33922: transcript:QX1410-5956-1
0_33923: transcript:QX1410-5957-1
0_33924: transcript:QX1410-5957-2
0_33925: transcript:QX1410-5958-1
0_33926: transcript:QX1410-5958-2
0_33927: transcript:QX1410-5959-1
0_33928: transcript:QX1410-5960-1
0_33929: transcript:QX1410-5960-2
0_33930: transcript:QX1410-5960-3
0_33931: transcript:QX1410-5960-4
0_33932: transcript:QX1410-5961-1
0_33933: transcript:QX1410-5962-1
0_33934: transcript:QX1410-5963-1
0_33935: transcript:QX1410-5963-2
0_33936: transcript:QX1410-5963-3
0_33937: transcript:QX1410-5964-1
0_33938: transcript:QX1410-5965-1
0_33939: transcript:QX1410-5965-2
0_33940: transcript:QX1410-5965-3
0_33941: transcript:QX1410-5966-1
0_33942: transcript:QX1410-5967-1
0_33943: transcript:QX1410-5968-1
0_33944: transcript:QX1410-5969-1
0_33945: transcript:QX1410-5970-1
0_33946: transcript:QX1410-5971-1
0_33947: transcript:QX1410-5972-1
0_33948: transcript:QX1410-5973-1
0_33949: transcript:QX1410-5974-1
0_33950: transcript:QX1410-5974-2
0_33951: transcript:QX1410-5975-1
0_33952: transcript:QX1410-5975-2
0_33953: transcript:QX1410-5976-1
0_33954: transcript:QX1410-5977-1
0_33955: transcript:QX1410-5977-2
0_33956: transcript:QX1410-5978-1
0_33957: transcript:QX1410-5979-1
0_33958: transcript:QX1410-5980-1
0_33959: transcript:QX1410-5981-1
0_33960: transcript:QX1410-5982-1
0_33961: transcript:QX1410-5982-2
0_33962: transcript:QX1410-5983-1
0_33963: transcript:QX1410-5984-1
0_33964: transcript:QX1410-5985-1
0_33965: transcript:QX1410-5986-1
0_33966: transcript:QX1410-5987-1
0_33967: transcript:QX1410-5988-1
0_33968: transcript:QX1410-5989-1
0_33969: transcript:QX1410-5989-2
0_33970: transcript:QX1410-5990-1
0_33971: transcript:QX1410-5991-1
0_33972: transcript:QX1410-5992-1
0_33973: transcript:QX1410-5992-2
0_33974: transcript:QX1410-5993-1
0_33975: transcript:QX1410-5993-2
0_33976: transcript:QX1410-5994-1
0_33977: transcript:QX1410-5995-1
0_33978: transcript:QX1410-5996-1
0_33979: transcript:QX1410-5997-1
0_33980: transcript:QX1410-5998-1
0_33981: transcript:QX1410-5999-1
0_33982: transcript:QX1410-6000-1
0_33983: transcript:QX1410-6001-1
0_33984: transcript:QX1410-6002-1
0_33985: transcript:QX1410-6003-1
0_33986: transcript:QX1410-6004-1
0_33987: transcript:QX1410-6004-2
0_33988: transcript:QX1410-6005-1
0_33989: transcript:QX1410-6005-2
0_33990: transcript:QX1410-6006-1
0_33991: transcript:QX1410-6007-1
0_33992: transcript:QX1410-6008-1
0_33993: transcript:QX1410-6009-1
0_33994: transcript:QX1410-6009-2
0_33995: transcript:QX1410-6010-1
0_33996: transcript:QX1410-6011-1
0_33997: transcript:QX1410-6012-1
0_33998: transcript:QX1410-6013-1
0_33999: transcript:QX1410-6014-1
0_34000: transcript:QX1410-6015-1
0_34001: transcript:QX1410-6015-2
0_34002: transcript:QX1410-6016-1
0_34003: transcript:QX1410-6016-2
0_34004: transcript:QX1410-6017-1
0_34005: transcript:QX1410-6017-2
0_34006: transcript:QX1410-6017-3
0_34007: transcript:QX1410-6018-1
0_34008: transcript:QX1410-6018-2
0_34009: transcript:QX1410-6019-1
0_34010: transcript:QX1410-6020-1
0_34011: transcript:QX1410-6021-1
0_34012: transcript:QX1410-6022-1
0_34013: transcript:QX1410-6023-1
0_34014: transcript:QX1410-6023-2
0_34015: transcript:QX1410-6022-2
0_34016: transcript:QX1410-6024-1
0_34017: transcript:QX1410-6025-1
0_34018: transcript:QX1410-6026-1
0_34019: transcript:QX1410-6026-2
0_34020: transcript:QX1410-6026-3
0_34021: transcript:QX1410-6027-1
0_34022: transcript:QX1410-6028-1
0_34023: transcript:QX1410-6029-1
0_34024: transcript:QX1410-6030-1
0_34025: transcript:QX1410-6031-1
0_34026: transcript:QX1410-6032-1
0_34027: transcript:QX1410-6032-2
0_34028: transcript:QX1410-6033-1
0_34029: transcript:QX1410-6034-1
0_34030: transcript:QX1410-6034-2
0_34031: transcript:QX1410-6035-1
0_34032: transcript:QX1410-6036-1
0_34033: transcript:QX1410-6036-2
0_34034: transcript:QX1410-6037-1
0_34035: transcript:QX1410-6038-1
0_34036: transcript:QX1410-6038-2
0_34037: transcript:QX1410-6038-3
0_34038: transcript:QX1410-6039-1
0_34039: transcript:QX1410-6039-2
0_34040: transcript:QX1410-6040-1
0_34041: transcript:QX1410-6040-2
0_34042: transcript:QX1410-6041-1
0_34043: transcript:QX1410-6042-1
0_34044: transcript:QX1410-6043-1
0_34045: transcript:QX1410-6044-1
0_34046: transcript:QX1410-6045-1
0_34047: transcript:QX1410-6045-2
0_34048: transcript:QX1410-6046-1
0_34049: transcript:QX1410-6047-1
0_34050: transcript:QX1410-6048-1
0_34051: transcript:QX1410-6049-1
0_34052: transcript:QX1410-6050-1
0_34053: transcript:QX1410-6051-1
0_34054: transcript:QX1410-6052-1
0_34055: transcript:QX1410-6052-2
0_34056: transcript:QX1410-6053-1
0_34057: transcript:QX1410-6054-1
0_34058: transcript:QX1410-6054-2
0_34059: transcript:QX1410-6054-3
0_34060: transcript:QX1410-6055-1
0_34061: transcript:QX1410-6056-1
0_34062: transcript:QX1410-6056-2
0_34063: transcript:QX1410-6057-1
0_34064: transcript:QX1410-6057-2
0_34065: transcript:QX1410-6058-1
0_34066: transcript:QX1410-6058-2
0_34067: transcript:QX1410-6059-1
0_34068: transcript:QX1410-6060-1
0_34069: transcript:QX1410-6061-1
0_34070: transcript:QX1410-6062-1
0_34071: transcript:QX1410-6062-2
0_34072: transcript:QX1410-6063-1
0_34073: transcript:QX1410-6063-2
0_34074: transcript:QX1410-6063-3
0_34075: transcript:QX1410-6064-1
0_34076: transcript:QX1410-6065-1
0_34077: transcript:QX1410-6066-1
0_34078: transcript:QX1410-6066-2
0_34079: transcript:QX1410-6067-1
0_34080: transcript:QX1410-6068-1
0_34081: transcript:QX1410-6068-2
0_34082: transcript:QX1410-6069-1
0_34083: transcript:QX1410-6070-1
0_34084: transcript:QX1410-6071-1
0_34085: transcript:QX1410-6071-2
0_34086: transcript:QX1410-6071-3
0_34087: transcript:QX1410-6072-1
0_34088: transcript:QX1410-6073-1
0_34089: transcript:QX1410-6073-2
0_34090: transcript:QX1410-6074-1
0_34091: transcript:QX1410-6074-2
0_34092: transcript:QX1410-6075-1
0_34093: transcript:QX1410-6075-2
0_34094: transcript:QX1410-6076-1
0_34095: transcript:QX1410-6077-1
0_34096: transcript:QX1410-6078-1
0_34097: transcript:QX1410-6078-2
0_34098: transcript:QX1410-6079-1
0_34099: transcript:QX1410-6080-1
0_34100: transcript:QX1410-6078-3
0_34101: transcript:QX1410-6078-4
0_34102: transcript:QX1410-6081-1
0_34103: transcript:QX1410-6082-1
0_34104: transcript:QX1410-6082-2
0_34105: transcript:QX1410-6083-1
0_34106: transcript:QX1410-6084-1
0_34107: transcript:QX1410-6085-1
0_34108: transcript:QX1410-6085-2
0_34109: transcript:QX1410-6086-1
0_34110: transcript:QX1410-6086-2
0_34111: transcript:QX1410-6087-1
0_34112: transcript:QX1410-6087-2
0_34113: transcript:QX1410-6088-1
0_34114: transcript:QX1410-6088-2
0_34115: transcript:QX1410-6089-1
0_34116: transcript:QX1410-6090-1
0_34117: transcript:QX1410-6091-1
0_34118: transcript:QX1410-6092-1
0_34119: transcript:QX1410-6093-1
0_34120: transcript:QX1410-6093-2
0_34121: transcript:QX1410-6094-1
0_34122: transcript:QX1410-6095-1
0_34123: transcript:QX1410-6096-1
0_34124: transcript:QX1410-6097-1
0_34125: transcript:QX1410-6098-1
0_34126: transcript:QX1410-6098-2
0_34127: transcript:QX1410-6098-3
0_34128: transcript:QX1410-6099-1
0_34129: transcript:QX1410-6099-2
0_34130: transcript:QX1410-6100-1
0_34131: transcript:QX1410-6100-2
0_34132: transcript:QX1410-6099-3
0_34133: transcript:QX1410-6101-1
0_34134: transcript:QX1410-6102-1
0_34135: transcript:QX1410-6103-1
0_34136: transcript:QX1410-6104-1
0_34137: transcript:QX1410-6105-1
0_34138: transcript:QX1410-6105-2
0_34139: transcript:QX1410-6105-3
0_34140: transcript:QX1410-6106-1
0_34141: transcript:QX1410-6107-1
0_34142: transcript:QX1410-6107-2
0_34143: transcript:QX1410-6108-1
0_34144: transcript:QX1410-6109-1
0_34145: transcript:QX1410-6110-1
0_34146: transcript:QX1410-6111-1
0_34147: transcript:QX1410-6112-1
0_34148: transcript:QX1410-6113-1
0_34149: transcript:QX1410-6114-1
0_34150: transcript:QX1410-6115-1
0_34151: transcript:QX1410-6116-1
0_34152: transcript:QX1410-6116-2
0_34153: transcript:QX1410-6116-3
0_34154: transcript:QX1410-6116-4
0_34155: transcript:QX1410-6117-1
0_34156: transcript:QX1410-6118-1
0_34157: transcript:QX1410-6119-1
0_34158: transcript:QX1410-6119-2
0_34159: transcript:QX1410-6120-1
0_34160: transcript:QX1410-6120-2
0_34161: transcript:QX1410-6121-1
0_34162: transcript:QX1410-6122-1
0_34163: transcript:QX1410-6123-1
0_34164: transcript:QX1410-6123-2
0_34165: transcript:QX1410-6124-1
0_34166: transcript:QX1410-6125-1
0_34167: transcript:QX1410-6126-1
0_34168: transcript:QX1410-6127-1
0_34169: transcript:QX1410-6127-2
0_34170: transcript:QX1410-6128-1
0_34171: transcript:QX1410-6128-2
0_34172: transcript:QX1410-6128-3
0_34173: transcript:QX1410-6128-4
0_34174: transcript:QX1410-6128-5
0_34175: transcript:QX1410-6128-6
0_34176: transcript:QX1410-6129-1
0_34177: transcript:QX1410-6130-1
0_34178: transcript:QX1410-6131-1
0_34179: transcript:QX1410-6132-1
0_34180: transcript:QX1410-6133-1
0_34181: transcript:QX1410-6133-2
0_34182: transcript:QX1410-6134-1
0_34183: transcript:QX1410-6134-2
0_34184: transcript:QX1410-6134-3
0_34185: transcript:QX1410-6135-1
0_34186: transcript:QX1410-6135-2
0_34187: transcript:QX1410-6136-1
0_34188: transcript:QX1410-6136-2
0_34189: transcript:QX1410-6137-1
0_34190: transcript:QX1410-6138-1
0_34191: transcript:QX1410-6138-2
0_34192: transcript:QX1410-6138-3
0_34193: transcript:QX1410-6139-1
0_34194: transcript:QX1410-6140-1
0_34195: transcript:QX1410-6140-2
0_34196: transcript:QX1410-6141-1
0_34197: transcript:QX1410-6142-1
0_34198: transcript:QX1410-6142-2
0_34199: transcript:QX1410-6142-3
0_34200: transcript:QX1410-6143-1
0_34201: transcript:QX1410-6144-1
0_34202: transcript:QX1410-6145-1
0_34203: transcript:QX1410-6146-1
0_34204: transcript:QX1410-6147-1
0_34205: transcript:QX1410-6148-1
0_34206: transcript:QX1410-6149-1
0_34207: transcript:QX1410-6150-1
0_34208: transcript:QX1410-6151-1
0_34209: transcript:QX1410-6152-1
0_34210: transcript:QX1410-6153-1
0_34211: transcript:QX1410-6153-2
0_34212: transcript:QX1410-6154-1
0_34213: transcript:QX1410-6155-1
0_34214: transcript:QX1410-6156-1
0_34215: transcript:QX1410-6157-1
0_34216: transcript:QX1410-6158-1
0_34217: transcript:QX1410-6159-1
0_34218: transcript:QX1410-6159-2
0_34219: transcript:QX1410-6160-1
0_34220: transcript:QX1410-6160-2
0_34221: transcript:QX1410-6161-1
0_34222: transcript:QX1410-6161-2
0_34223: transcript:QX1410-6161-3
0_34224: transcript:QX1410-6161-4
0_34225: transcript:QX1410-6161-5
0_34226: transcript:QX1410-6161-6
0_34227: transcript:QX1410-6161-7
0_34228: transcript:QX1410-6162-1
0_34229: transcript:QX1410-6163-1
0_34230: transcript:QX1410-6163-2
0_34231: transcript:QX1410-6164-1
0_34232: transcript:QX1410-6165-1
0_34233: transcript:QX1410-6165-2
0_34234: transcript:QX1410-6165-3
0_34235: transcript:QX1410-6165-4
0_34236: transcript:QX1410-6165-5
0_34237: transcript:QX1410-6166-1
0_34238: transcript:QX1410-6166-2
0_34239: transcript:QX1410-6167-1
0_34240: transcript:QX1410-6167-2
0_34241: transcript:QX1410-6167-3
0_34242: transcript:QX1410-6168-1
0_34243: transcript:QX1410-6168-2
0_34244: transcript:QX1410-6169-1
0_34245: transcript:QX1410-6170-1
0_34246: transcript:QX1410-6171-1
0_34247: transcript:QX1410-6171-2
0_34248: transcript:QX1410-6172-1
0_34249: transcript:QX1410-6173-1
0_34250: transcript:QX1410-6174-1
0_34251: transcript:QX1410-6174-2
0_34252: transcript:QX1410-6175-1
0_34253: transcript:QX1410-6175-2
0_34254: transcript:QX1410-6176-1
0_34255: transcript:QX1410-6177-1
0_34256: transcript:QX1410-6177-2
0_34257: transcript:QX1410-6177-3
0_34258: transcript:QX1410-6178-1
0_34259: transcript:QX1410-6179-1
0_34260: transcript:QX1410-6180-1
0_34261: transcript:QX1410-6180-2
0_34262: transcript:QX1410-6180-3
0_34263: transcript:QX1410-6180-4
0_34264: transcript:QX1410-6181-1
0_34265: transcript:QX1410-6181-2
0_34266: transcript:QX1410-6182-1
0_34267: transcript:QX1410-6183-1
0_34268: transcript:QX1410-6183-2
0_34269: transcript:QX1410-6184-1
0_34270: transcript:QX1410-6184-2
0_34271: transcript:QX1410-6185-1
0_34272: transcript:QX1410-6185-2
0_34273: transcript:QX1410-6185-3
0_34274: transcript:QX1410-6186-1
0_34275: transcript:QX1410-6186-2
0_34276: transcript:QX1410-6187-1
0_34277: transcript:QX1410-6187-2
0_34278: transcript:QX1410-6187-3
0_34279: transcript:QX1410-6188-1
0_34280: transcript:QX1410-6189-1
0_34281: transcript:QX1410-6190-1
0_34282: transcript:QX1410-6191-1
0_34283: transcript:QX1410-6191-2
0_34284: transcript:QX1410-6191-3
0_34285: transcript:QX1410-6192-1
0_34286: transcript:QX1410-6193-1
0_34287: transcript:QX1410-6193-2
0_34288: transcript:QX1410-6193-3
0_34289: transcript:QX1410-6194-1
0_34290: transcript:QX1410-6194-2
0_34291: transcript:QX1410-6195-1
0_34292: transcript:QX1410-6195-2
0_34293: transcript:QX1410-6195-3
0_34294: transcript:QX1410-6196-1
0_34295: transcript:QX1410-6197-1
0_34296: transcript:QX1410-6198-1
0_34297: transcript:QX1410-6199-1
0_34298: transcript:QX1410-6199-2
0_34299: transcript:QX1410-6200-1
0_34300: transcript:QX1410-6201-1
0_34301: transcript:QX1410-6201-2
0_34302: transcript:QX1410-6201-3
0_34303: transcript:QX1410-6202-1
0_34304: transcript:QX1410-6203-1
0_34305: transcript:QX1410-6204-1
0_34306: transcript:QX1410-6204-2
0_34307: transcript:QX1410-6204-3
0_34308: transcript:QX1410-6204-4
0_34309: transcript:QX1410-6205-1
0_34310: transcript:QX1410-6206-1
0_34311: transcript:QX1410-6207-1
0_34312: transcript:QX1410-6208-1
0_34313: transcript:QX1410-6209-1
0_34314: transcript:QX1410-6210-1
0_34315: transcript:QX1410-6211-1
0_34316: transcript:QX1410-6210-2
0_34317: transcript:QX1410-6211-2
0_34318: transcript:QX1410-6211-3
0_34319: transcript:QX1410-6212-1
0_34320: transcript:QX1410-6213-1
0_34321: transcript:QX1410-6214-1
0_34322: transcript:QX1410-6215-1
0_34323: transcript:QX1410-6216-1
0_34324: transcript:QX1410-6216-2
0_34325: transcript:QX1410-6216-3
0_34326: transcript:QX1410-6216-4
0_34327: transcript:QX1410-6217-1
0_34328: transcript:QX1410-6218-1
0_34329: transcript:QX1410-6218-2
0_34330: transcript:QX1410-6218-3
0_34331: transcript:QX1410-6219-1
0_34332: transcript:QX1410-6220-1
0_34333: transcript:QX1410-6220-2
0_34334: transcript:QX1410-6221-1
0_34335: transcript:QX1410-6222-1
0_34336: transcript:QX1410-6223-1
0_34337: transcript:QX1410-6224-1
0_34338: transcript:QX1410-6224-2
0_34339: transcript:QX1410-6225-1
0_34340: transcript:QX1410-6225-2
0_34341: transcript:QX1410-6226-1
0_34342: transcript:QX1410-6226-2
0_34343: transcript:QX1410-6226-3
0_34344: transcript:QX1410-6227-1
0_34345: transcript:QX1410-6227-2
0_34346: transcript:QX1410-6228-1
0_34347: transcript:QX1410-6229-1
0_34348: transcript:QX1410-6229-2
0_34349: transcript:QX1410-6230-1
0_34350: transcript:QX1410-6231-1
0_34351: transcript:QX1410-6232-1
0_34352: transcript:QX1410-6233-1
0_34353: transcript:QX1410-6234-1
0_34354: transcript:QX1410-6234-2
0_34355: transcript:QX1410-6234-3
0_34356: transcript:QX1410-6235-1
0_34357: transcript:QX1410-6235-2
0_34358: transcript:QX1410-6235-3
0_34359: transcript:QX1410-6235-4
0_34360: transcript:QX1410-6235-5
0_34361: transcript:QX1410-6236-1
0_34362: transcript:QX1410-6237-1
0_34363: transcript:QX1410-6238-1
0_34364: transcript:QX1410-6238-2
0_34365: transcript:QX1410-6238-3
0_34366: transcript:QX1410-6238-4
0_34367: transcript:QX1410-6239-1
0_34368: transcript:QX1410-6239-2
0_34369: transcript:QX1410-6239-3
0_34370: transcript:QX1410-6240-1
0_34371: transcript:QX1410-6241-1
0_34372: transcript:QX1410-6241-2
0_34373: transcript:QX1410-6242-1
0_34374: transcript:QX1410-6242-2
0_34375: transcript:QX1410-6243-1
0_34376: transcript:QX1410-6244-1
0_34377: transcript:QX1410-6244-2
0_34378: transcript:QX1410-6245-1
0_34379: transcript:QX1410-6246-1
0_34380: transcript:QX1410-6246-2
0_34381: transcript:QX1410-6247-1
0_34382: transcript:QX1410-6248-1
0_34383: transcript:QX1410-6249-1
0_34384: transcript:QX1410-6250-1
0_34385: transcript:QX1410-6250-2
0_34386: transcript:QX1410-6250-3
0_34387: transcript:QX1410-6251-1
0_34388: transcript:QX1410-6252-1
0_34389: transcript:QX1410-6253-1
0_34390: transcript:QX1410-6253-2
0_34391: transcript:QX1410-6254-1
0_34392: transcript:QX1410-6255-1
0_34393: transcript:QX1410-6255-2
0_34394: transcript:QX1410-6256-1
0_34395: transcript:QX1410-6257-1
0_34396: transcript:QX1410-6257-2
0_34397: transcript:QX1410-6257-3
0_34398: transcript:QX1410-6258-1
0_34399: transcript:QX1410-6258-2
0_34400: transcript:QX1410-6259-1
0_34401: transcript:QX1410-6260-1
0_34402: transcript:QX1410-6260-2
0_34403: transcript:QX1410-6261-1
0_34404: transcript:QX1410-6261-2
0_34405: transcript:QX1410-6261-3
0_34406: transcript:QX1410-6262-1
0_34407: transcript:QX1410-6263-1
0_34408: transcript:QX1410-6264-1
0_34409: transcript:QX1410-6265-1
0_34410: transcript:QX1410-6266-1
0_34411: transcript:QX1410-6266-2
1_0: transcript:Y74C9A-3-1
1_1: transcript:Y74C9A-2a-1
1_2: transcript:Y74C9A-2a-2
1_3: transcript:Y74C9A-2b-1
1_4: transcript:Y74C9A-4a-1
1_5: transcript:Y74C9A-4b-1
1_6: transcript:Y74C9A-4d-1
1_7: transcript:Y74C9A-4c-1
1_8: transcript:Y74C9A-5-2
1_9: transcript:Y74C9A-5-1
1_10: transcript:Y74C9A-1-1
1_11: transcript:Y48G1C-12-1
1_12: transcript:Y48G1C-4a-1
1_13: transcript:Y48G1C-4b-1
1_14: transcript:Y48G1C-5-1
1_15: transcript:Y48G1C-2b-1
1_16: transcript:Y48G1C-2a-2
1_17: transcript:Y48G1C-2a-1
1_18: transcript:Y48G1C-2c-1
1_19: transcript:Y48G1C-10a-1
1_20: transcript:Y48G1C-10a-2
1_21: transcript:Y48G1C-6-1
1_22: transcript:Y48G1C-10b-1
1_23: transcript:Y48G1C-10c-1
1_24: transcript:Y48G1C-9-1
1_25: transcript:Y48G1C-1-1
1_26: transcript:Y48G1C-13-1
1_27: transcript:Y48G1C-8a-1
1_28: transcript:Y48G1C-8b-1
1_29: transcript:F53G12-1-1
1_30: transcript:F53G12-10-1
1_31: transcript:F53G12-10-2
1_32: transcript:F53G12-9a-1
1_33: transcript:F53G12-9b-1
1_34: transcript:F53G12-8-1
1_35: transcript:F53G12-7a-1
1_36: transcript:F53G12-7b-1
1_37: transcript:F53G12-6-1
1_38: transcript:F53G12-5b-1
1_39: transcript:F53G12-5a-2
1_40: transcript:F53G12-5a-1
1_41: transcript:F53G12-5c-1
1_42: transcript:F53G12-4-1
1_43: transcript:F53G12-3-1
1_44: transcript:F53G12-18-1
1_45: transcript:F56C11-1-2
1_46: transcript:F56C11-1-1
1_47: transcript:F56C11-2a-2
1_48: transcript:F56C11-2a-1
1_49: transcript:F56C11-2b-1
1_50: transcript:F56C11-6a-2
1_51: transcript:F56C11-6b-1
1_52: transcript:F56C11-6a-1
1_53: transcript:F56C11-5b-1
1_54: transcript:F56C11-5a-1
1_55: transcript:F56C11-3-1
1_56: transcript:Y48G1BL-2a-1
1_57: transcript:Y48G1BL-2b-1
1_58: transcript:Y48G1BL-7-1
1_59: transcript:Y48G1BL-8-1
1_60: transcript:Y48G1BM-1-1
1_61: transcript:Y48G1BR-1-1
1_62: transcript:C53D5-2-1
1_63: transcript:C53D5-4a-1
1_64: transcript:C53D5-4b-1
1_65: transcript:C53D5-4f-1
1_66: transcript:C53D5-4c-1
1_67: transcript:C53D5-4e-1
1_68: transcript:C53D5-4d-1
1_69: transcript:C53D5-1a-1
1_70: transcript:C53D5-1b-1
1_71: transcript:C53D5-1c-2
1_72: transcript:C53D5-1d-1
1_73: transcript:C53D5-1c-1
1_74: transcript:C53D5-5a-1
1_75: transcript:C53D5-5b-1
1_76: transcript:C53D5-6-1
1_77: transcript:Y48G1A-5a-1
1_78: transcript:Y48G1A-5b-1
1_79: transcript:Y48G1A-4-1
1_80: transcript:Y48G1A-3-1
1_81: transcript:Y48G1A-6b-1
1_82: transcript:Y48G1A-6a-1
1_83: transcript:Y48G1A-2-1
1_84: transcript:Y48G1A-1-1
1_85: transcript:R119-7a-1
1_86: transcript:R119-7b-1
1_87: transcript:R119-7b-2
1_88: transcript:R119-2-1
1_89: transcript:R119-3-1
1_90: transcript:R119-4-1
1_91: transcript:R119-6-1
1_92: transcript:R119-5a-1
1_93: transcript:R119-5b-1
1_94: transcript:Y50C1A-1a-1
1_95: transcript:Y50C1A-1b-1
1_96: transcript:Y50C1A-2-1
1_97: transcript:C07F11-2-1
1_98: transcript:C07F11-1-1
1_99: transcript:W04C9-4-1
1_100: transcript:W04C9-5-1
1_101: transcript:W04C9-3-1
1_102: transcript:W04C9-9-1
1_103: transcript:W04C9-6-1
1_104: transcript:W04C9-2-1
1_105: transcript:W04C9-1a-1
1_106: transcript:W04C9-1b-1
1_107: transcript:Y65B4BL-3a-1
1_108: transcript:Y65B4BL-3b-1
1_109: transcript:Y65B4BL-4-1
1_110: transcript:Y65B4BL-2a-1
1_111: transcript:Y65B4BL-2b-1
1_112: transcript:Y65B4BL-7a-2
1_113: transcript:Y65B4BL-7a-1
1_114: transcript:Y65B4BL-7b-1
1_115: transcript:Y65B4BL-5a-1
1_116: transcript:Y65B4BL-5b-1
1_117: transcript:Y65B4BL-5c-1
1_118: transcript:Y65B4BL-6a-1
1_119: transcript:Y65B4BL-6b-1
1_120: transcript:Y65B4BL-1-1
1_121: transcript:Y65B4BM-3-1
1_122: transcript:Y65B4BR-8-1
1_123: transcript:Y65B4BR-5-1
1_124: transcript:Y65B4BR-4b-1
1_125: transcript:Y65B4BR-4a-1
1_126: transcript:Y65B4BR-4c-1
1_127: transcript:Y65B4BR-4d-1
1_128: transcript:Y65B4BR-3-1
1_129: transcript:Y65B4BR-2d-1
1_130: transcript:Y65B4BR-2a-1
1_131: transcript:Y65B4BR-2f-1
1_132: transcript:Y65B4BR-2e-1
1_133: transcript:Y65B4BR-2b-1
1_134: transcript:Y65B4BR-2c-1
1_135: transcript:Y65B4BR-1-1
1_136: transcript:Y65B4BR-9-1
1_137: transcript:Y65B4BR-6a-1
1_138: transcript:Y65B4BR-6b-1
1_139: transcript:F56A6-5-1
1_140: transcript:F56A6-8-1
1_141: transcript:F56A6-2a-1
1_142: transcript:F56A6-2b-1
1_143: transcript:F56A6-4a-1
1_144: transcript:F56A6-4b-1
1_145: transcript:F56A6-4d-1
1_146: transcript:F56A6-4c-1
1_147: transcript:F56A6-1a-1
1_148: transcript:F56A6-1b-1
1_149: transcript:Y65B4A-4-1
1_150: transcript:Y65B4A-4-2
1_151: transcript:Y65B4A-6a-1
1_152: transcript:Y65B4A-6b-1
1_153: transcript:Y65B4A-3-1
